Player,Pos,G,MP,X3P.,eFG.,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,USG.,WS,WS.48,BPM,VORP,TeamTotalPoints,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
Precious Achiuwa,PF,61,737,0,0.544,0.509,73,135,208,29,20,28,43,91,304,14.2,0.55,19.5,1.3,0.085,-4.1,-0.4,7781,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Jaylen Adams,PG,7,18,0,0.125,0,0,3,3,2,0,0,0,1,2,-6.5,0.125,18.6,-0.1,-0.252,-19.8,-0.1,8649,200,300,100,1,4,2,-5,2,3,5,3,-3
Steven Adams,C,58,1605,0,0.614,0.444,213,301,514,111,54,38,78,113,438,15.1,0.596,11.7,4,0.119,-0.3,0.7,8251,200,200,60,3,2,2,-3,4,4,3,5,-3
Bam Adebayo,C,64,2143,0.25,0.571,0.799,142,431,573,346,75,66,169,145,1197,22.7,0.626,23.7,8.8,0.197,4.9,3.7,7781,200,200,60,3,2,2,-3,4,4,3,5,-3
LaMarcus Aldridge,C,26,674,0.388,0.525,0.872,19,99,118,49,11,29,27,47,352,15.7,0.556,22.2,1.1,0.08,-0.3,0.3,7998,200,200,60,3,2,2,-3,4,4,3,5,-3
Ty-Shon Alexander,SG,15,47,0.222,0.333,0.5,2,8,10,6,0,1,3,2,9,4.2,0.349,15,0,-0.048,-6.5,-0.1,8300,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Nickeil Alexander-Walker,SG,46,1007,0.347,0.502,0.727,13,131,144,102,47,22,69,88,508,12.5,0.522,23.2,0.7,0.035,-1.3,0.2,8251,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Grayson Allen,SG,50,1259,0.391,0.547,0.868,19,141,160,108,46,8,48,71,532,12.8,0.586,16.8,2.7,0.101,-0.2,0.6,8157,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Jarrett Allen,C,63,1864,0.316,0.624,0.703,196,435,631,106,32,90,100,96,806,20.1,0.661,16.6,6.4,0.166,1.1,1.4,7476,200,200,60,3,2,2,-3,4,4,3,5,-3
Al-Farouq Aminu,PF,23,434,0.216,0.424,0.818,22,88,110,31,19,9,28,29,102,8.9,0.469,13.6,0.1,0.01,-3.8,-0.2,7488,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Kyle Anderson,PF,69,1887,0.36,0.54,0.783,52,344,396,250,84,57,86,120,854,17.2,0.578,18.5,5.6,0.143,3.3,2.5,8157,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Giannis Antetokounmpo,PF,61,2013,0.303,0.6,0.685,97,574,671,357,72,73,207,168,1717,29.2,0.633,32.5,10.2,0.244,9,5.6,8649,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Kostas Antetokounmpo,PF,15,56,0,0.3,0.462,4,15,19,1,2,4,11,8,12,0,0.382,20.7,-0.2,-0.174,-12.6,-0.1,7887,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Thanasis Antetokounmpo,SF,57,551,0.241,0.515,0.51,54,70,124,46,22,10,43,74,166,10.3,0.523,15.3,0.7,0.057,-3.5,-0.2,8649,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Carmelo Anthony,PF,69,1690,0.409,0.506,0.89,32,182,214,104,46,38,61,144,924,14.6,0.547,23.1,2.6,0.073,-1.1,0.4,8360,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Cole Anthony,PG,47,1273,0.337,0.449,0.832,38,183,221,192,30,18,106,98,605,12.1,0.496,24.3,0,-0.001,-3.3,-0.4,7488,200,300,100,1,4,2,-5,2,3,5,3,-3
OG Anunoby,SF,43,1433,0.398,0.58,0.784,54,183,237,94,66,32,75,114,682,15.4,0.605,19.3,3.1,0.104,1.2,1.2,8011,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Ryan Arcidiacono,PG,44,450,0.373,0.526,0.65,5,62,67,56,9,0,10,47,136,9.8,0.541,13.1,0.9,0.093,-2.3,0,7969,200,300,100,1,4,2,-5,2,3,5,3,-3
Trevor Ariza,SF,30,841,0.35,0.515,0.773,27,117,144,55,31,18,21,55,282,11.9,0.542,15.1,1.6,0.091,-1.1,0.2,7781,200,250,80,2,3,2,-4,3,3.5,4,4,-3
D.J. Augustin,PG,57,1129,0.382,0.515,0.904,20,74,94,188,28,1,65,56,438,12.1,0.57,16.8,2.1,0.088,-2.1,0,8649,200,300,100,1,4,2,-5,2,3,5,3,-3
Deni Avdija,SF,54,1257,0.315,0.502,0.644,22,240,262,63,32,15,33,140,342,7.6,0.515,12,1.2,0.046,-3.1,-0.4,8398,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Deandre Ayton,C,69,2115,0.2,0.629,0.769,228,499,727,99,41,81,103,196,997,20.3,0.653,18.2,8.4,0.191,1.2,1.7,8300,200,200,60,3,2,2,-3,4,4,3,5,-3
Udoka Azubuike,C,15,57,0,0.444,0.8,4,9,13,0,1,4,3,9,16,10.3,0.597,12.4,0.1,0.119,-3.8,0,8382,200,200,60,3,2,2,-3,4,4,3,5,-3
Dwayne Bacon,SG,72,1853,0.285,0.443,0.824,31,193,224,93,45,5,46,103,788,9.9,0.49,19.8,0.5,0.013,-5.1,-1.5,7488,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Marvin Bagley III,PF,43,1112,0.343,0.542,0.575,106,212,318,43,21,21,59,100,608,16.3,0.554,23.5,1.4,0.059,-3.1,-0.3,8189,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
LaMelo Ball,PG,51,1469,0.352,0.504,0.758,63,239,302,313,81,18,145,136,803,17.5,0.539,26.1,2.8,0.093,1.8,1.4,7881,200,300,100,1,4,2,-5,2,3,5,3,-3
Lonzo Ball,PG,55,1747,0.378,0.537,0.781,33,230,263,316,82,31,123,103,802,15.2,0.551,20.5,3.2,0.089,1.7,1.6,8251,200,300,100,1,4,2,-5,2,3,5,3,-3
Mo Bamba,C,46,725,0.322,0.535,0.682,76,189,265,35,14,58,36,87,367,19.3,0.556,21.8,1.8,0.117,0.1,0.4,7488,200,200,60,3,2,2,-3,4,4,3,5,-3
Desmond Bane,SG,68,1519,0.432,0.586,0.816,31,179,210,118,41,16,59,125,625,12.2,0.6,16.1,2.9,0.093,-0.8,0.5,8157,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Harrison Barnes,PF,58,2102,0.391,0.575,0.83,64,321,385,201,43,11,93,75,933,15.4,0.626,17.2,4.5,0.103,0.2,1.1,8189,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
RJ Barrett,SG,72,2511,0.401,0.499,0.746,68,346,414,217,53,20,139,188,1264,13.4,0.535,23.4,4.1,0.078,-1.2,0.5,7706,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Will Barton,SF,56,1736,0.381,0.507,0.785,39,187,226,181,50,23,96,95,711,11.8,0.538,19,2.2,0.061,-1.9,0.1,8284,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Keita Bates-Diop,SF,30,245,0.294,0.485,0.667,9,40,49,12,11,5,7,11,79,12,0.518,14.8,0.3,0.068,-1.9,0,7998,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Nicolas Batum,SF,67,1835,0.404,0.597,0.828,50,266,316,148,69,37,53,102,540,12.9,0.617,11.8,5,0.132,2.1,1.9,8209,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Aron Baynes,C,53,980,0.262,0.485,0.707,87,186,273,47,17,23,46,119,324,10.5,0.503,16.2,1,0.049,-4.5,-0.6,8011,200,200,60,3,2,2,-3,4,4,3,5,-3
Kent Bazemore,SF,67,1333,0.408,0.545,0.692,26,203,229,108,69,33,82,158,481,10.6,0.564,16.3,1.8,0.065,-1.2,0.2,8187,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Darius Bazley,PF,55,1714,0.29,0.456,0.702,51,345,396,99,29,25,122,60,754,9.7,0.491,22.1,-0.9,-0.026,-4.4,-1,7560,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Bradley Beal,SG,60,2147,0.349,0.532,0.889,72,211,283,265,69,22,187,140,1878,22.7,0.593,34.1,5.9,0.132,3.4,2.9,8398,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Malik Beasley,SG,37,1214,0.399,0.547,0.85,28,134,162,88,30,7,60,62,724,14.6,0.57,24,1.3,0.053,-0.2,0.6,8073,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Jordan Bell,C,6,82,0,0.318,0.5,7,17,24,7,3,5,4,7,15,8,0.328,13.6,0,-0.008,-5.8,-0.1,8398,200,200,60,3,2,2,-3,4,4,3,5,-3
Jordan Bell,C,5,67,0,0.35,0,6,13,19,5,3,3,3,5,14,8.5,0.35,14.2,0,-0.004,-5.7,-0.1,8398,200,200,60,3,2,2,-3,4,4,3,5,-3
Dāvis Bertāns,PF,57,1464,0.395,0.581,0.87,18,150,168,49,33,13,33,136,655,11.4,0.62,15.9,3.1,0.101,-0.8,0.4,8398,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Patrick Beverley,PG,37,832,0.397,0.55,0.8,29,90,119,76,29,28,34,108,278,12,0.58,14.6,2.1,0.119,0.7,0.6,8209,200,300,100,1,4,2,-5,2,3,5,3,-3
Saddiq Bey,SF,70,1909,0.38,0.53,0.844,43,275,318,95,52,14,60,110,857,12.6,0.567,18.7,3.3,0.082,-0.5,0.7,7676,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Tyler Bey,SF,18,71,0.25,0.341,0.6,8,11,19,3,0,1,3,6,18,5.9,0.372,16.9,0,-0.033,-9.5,-0.1,8096,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Khem Birch,C,67,1529,0.25,0.514,0.705,174,213,387,89,48,50,44,113,482,15.1,0.552,13.6,3.8,0.118,-1,0.4,7488,200,200,60,3,2,2,-3,4,4,3,5,-3
Goga Bitadze,C,45,561,0.253,0.479,0.738,60,90,150,37,9,60,17,94,231,16.3,0.523,18.1,1.5,0.129,-1,0.1,8302,200,200,60,3,2,2,-3,4,4,3,5,-3
Bismack Biyombo,C,66,1349,0,0.587,0.448,137,210,347,81,17,74,71,141,331,11.7,0.574,11.5,2.3,0.081,-3,-0.4,7881,200,200,60,3,2,2,-3,4,4,3,5,-3
Nemanja Bjelica,PF,37,595,0.318,0.523,0.725,29,98,127,69,15,5,33,68,242,12.9,0.554,18.4,0.9,0.071,-2.2,0,8189,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Eric Bledsoe,SG,71,2111,0.341,0.503,0.687,29,215,244,268,55,24,114,112,869,11.5,0.533,18.5,2.3,0.053,-2,0,8251,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Keljin Blevins,SF,17,75,0.25,0.3,0,3,7,10,4,2,0,5,8,12,-0.9,0.3,14.3,-0.2,-0.137,-10.7,-0.2,8360,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Bogdan Bogdanović,SG,44,1305,0.438,0.602,0.909,20,140,160,147,49,13,54,99,720,17.6,0.616,21.3,3.9,0.142,3.6,1.8,8186,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Bojan Bogdanović,SF,72,2216,0.39,0.536,0.879,40,241,281,136,45,4,128,115,1225,14,0.588,22.8,5.2,0.113,-0.4,0.9,8382,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Bol Bol,PF,32,160,0.375,0.509,0.667,0,24,24,7,3,10,13,14,69,9.4,0.534,21.2,0,-0.004,-4.1,-0.1,8284,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Marques Bolden,C,6,29,0,0.333,0.625,3,3,6,0,2,2,2,0,7,13.3,0.537,12.8,0,0.063,-3,0,7476,200,200,60,3,2,2,-3,4,4,3,5,-3
Jordan Bone,PG,14,196,0.313,0.519,0,4,20,24,18,2,0,3,11,56,8.9,0.519,12.6,0.2,0.045,-4.2,-0.1,7488,200,300,100,1,4,2,-5,2,3,5,3,-3
Isaac Bonga,SF,40,432,0.277,0.451,0.625,18,48,66,23,11,9,22,63,78,4,0.461,10.2,0,-0.001,-5.8,-0.4,8398,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Devin Booker,SG,67,2270,0.34,0.533,0.867,34,247,281,289,53,16,207,181,1712,19.2,0.587,32.7,4.9,0.104,0.3,1.3,8300,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Chris Boucher,C,60,1453,0.383,0.595,0.788,117,287,404,63,35,111,46,166,818,21.9,0.634,20.5,6.1,0.201,3.3,2,8011,200,200,60,3,2,2,-3,4,4,3,5,-3
Brian Bowen,SF,6,15,0,0.25,1,0,3,3,0,0,0,0,1,3,1,0.338,12.6,0,-0.063,-11,0,8302,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Avery Bradley,SG,27,602,0.327,0.471,0.8,8,49,57,46,21,3,28,55,173,6.3,0.487,14.9,-0.1,-0.008,-5.4,-0.5,7833,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Tony Bradley,C,42,684,0,0.665,0.691,85,154,239,37,15,30,33,61,300,20.7,0.678,15.8,2.7,0.192,1.3,0.6,7560,200,200,60,3,2,2,-3,4,4,3,5,-3
Jarrell Brantley,PF,28,138,0.429,0.596,1,9,18,27,15,7,2,8,17,64,16.6,0.605,19,0.5,0.172,2.2,0.1,8382,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Ignas Brazdeikis,SF,13,249,0.393,0.488,0.714,11,34,45,17,4,3,12,22,91,9.5,0.51,17.6,0.1,0.016,-5.3,-0.2,7488,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Mikal Bridges,SF,72,2348,0.425,0.643,0.84,76,233,309,152,76,63,57,116,970,16.4,0.667,14.9,8,0.164,3.3,3.1,8300,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Miles Bridges,PF,66,1932,0.4,0.596,0.867,81,316,397,147,44,52,106,143,840,14.7,0.625,17.3,4.2,0.105,0.2,1.1,7881,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Amida Brimah,C,5,29,0,0.625,1,2,6,8,1,0,5,4,4,13,16.6,0.697,19.6,0,0.073,-4.8,0,8302,200,200,60,3,2,2,-3,4,4,3,5,-3
Oshae Brissett,SF,21,519,0.423,0.593,0.769,29,86,115,18,19,20,10,32,229,17.2,0.638,15.6,1.8,0.165,0.6,0.3,8302,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Malcolm Brogdon,PG,56,1930,0.388,0.527,0.864,58,236,294,329,49,15,115,110,1186,17.9,0.561,25.9,4.2,0.105,2.1,2,8302,200,300,100,1,4,2,-5,2,3,5,3,-3
Armoni Brooks,SG,20,520,0.382,0.563,0.583,10,58,68,30,12,5,22,34,223,10.4,0.565,17.9,0.3,0.03,-3.2,-0.2,7833,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Dillon Brooks,SF,67,1997,0.344,0.481,0.815,53,143,196,157,78,26,119,237,1151,12.1,0.515,26.1,1.4,0.033,-3.7,-0.9,8157,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Bruce Brown,PG,65,1451,0.288,0.576,0.735,111,238,349,104,58,28,54,145,573,16.1,0.604,15.9,4.4,0.144,-0.1,0.7,8537,200,300,100,1,4,2,-5,2,3,5,3,-3
Charlie Brown Jr.,SG,9,152,0.238,0.36,0.9,3,14,17,9,4,2,6,19,40,4.1,0.422,14.9,-0.1,-0.032,-8.7,-0.3,7560,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Jaylen Brown,SG,58,1999,0.397,0.558,0.764,71,276,347,195,72,32,158,168,1430,19.9,0.586,29.7,4.8,0.115,2.5,2.3,8109,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Moses Brown,C,43,920,0,0.545,0.619,154,229,383,10,31,47,43,93,370,18.8,0.572,16.9,2.6,0.138,-2.4,-0.1,7560,200,200,60,3,2,2,-3,4,4,3,5,-3
Sterling Brown,SG,51,1229,0.423,0.584,0.806,38,186,224,72,38,12,41,97,416,11.1,0.597,13.5,1.8,0.071,-1.6,0.1,7833,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Troy Brown Jr.,SF,34,524,0.314,0.507,0.714,20,85,105,29,10,6,21,49,161,8.5,0.525,14,0.5,0.043,-4,-0.3,8398,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Jalen Brunson,PG,68,1697,0.405,0.588,0.795,27,204,231,239,35,1,80,109,857,17.1,0.618,20.2,5.1,0.143,0.9,1.2,8096,200,300,100,1,4,2,-5,2,3,5,3,-3
Elijah Bryant,SG,1,32,0.2,0.5,1,2,4,6,3,0,1,4,4,16,10.6,0.559,24,0,0.008,-7.3,0,8649,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Thomas Bryant,C,10,271,0.429,0.698,0.667,18,43,61,15,4,8,11,31,143,18.7,0.704,17.2,1,0.171,0.9,0.2,8398,200,200,60,3,2,2,-3,4,4,3,5,-3
Reggie Bullock,SF,65,1949,0.41,0.587,0.909,16,207,223,99,52,11,45,146,709,11.1,0.606,14.4,4.6,0.114,-0.1,0.9,7706,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Trey Burke,PG,62,911,0.354,0.51,0.895,10,44,54,81,36,7,33,64,411,12.6,0.544,20,1.4,0.071,-1.8,0,8096,200,300,100,1,4,2,-5,2,3,5,3,-3
Alec Burks,SG,49,1255,0.415,0.522,0.856,21,206,227,107,31,14,49,102,623,14.8,0.564,21.3,3.3,0.126,1.5,1.1,7706,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Jimmy Butler,SF,52,1745,0.245,0.514,0.863,94,265,359,369,108,18,109,71,1116,26.5,0.607,26.6,9.3,0.255,7.7,4.3,7781,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Bruno Caboclo,PF,6,36,0,0.471,0.5,3,11,14,1,0,2,4,6,17,9,0.475,25.8,-0.1,-0.088,-10.2,-0.1,7833,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Devontae Cacok,PF,20,98,0,0.586,0.455,12,20,32,1,5,4,5,8,39,17.2,0.576,17.2,0.3,0.142,-1,0,7887,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Kentavious Caldwell-Pope,SG,67,1902,0.41,0.549,0.866,27,152,179,127,62,26,66,114,653,10.7,0.588,14.2,4.2,0.107,-0.5,0.7,7887,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Facundo Campazzo,PG,65,1425,0.352,0.502,0.879,22,112,134,232,79,14,73,132,396,11.6,0.558,13.1,3.1,0.105,-0.6,0.5,8284,200,300,100,1,4,2,-5,2,3,5,3,-3
Vlatko Čančar,PF,41,281,0.273,0.521,0.769,11,39,50,14,11,2,14,18,85,9.7,0.547,14.2,0.3,0.053,-2.6,0,8284,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Devin Cannady,PG,8,74,0.375,0.5,0.857,0,5,5,1,5,1,2,9,34,11.2,0.547,19.3,0.1,0.057,-3.1,0,7488,200,300,100,1,4,2,-5,2,3,5,3,-3
Clint Capela,C,63,1898,0,0.594,0.573,297,606,903,49,44,129,73,145,956,24.3,0.601,19.9,8.2,0.207,2.7,2.2,8186,200,200,60,3,2,2,-3,4,4,3,5,-3
Vernon Carey Jr.,C,19,115,0.143,0.514,0.818,6,21,27,2,1,5,5,13,46,11.7,0.563,17.2,0.2,0.066,-6.1,-0.1,7881,200,200,60,3,2,2,-3,4,4,3,5,-3
Jevon Carter,PG,60,717,0.371,0.547,0.571,16,76,92,71,29,9,16,56,248,12.2,0.548,15,1.6,0.104,0.5,0.5,8300,200,300,100,1,4,2,-5,2,3,5,3,-3
Wendell Carter Jr.,C,54,1375,0.294,0.52,0.732,132,311,443,104,35,42,78,146,606,16.7,0.566,19.3,3.4,0.118,-1.3,0.2,7969,200,200,60,3,2,2,-3,4,4,3,5,-3
Michael Carter-Williams,SG,31,800,0.246,0.417,0.613,39,100,139,129,25,17,69,81,274,9.5,0.449,20.2,-0.5,-0.028,-4.8,-0.6,7488,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Alex Caruso,PG,58,1216,0.401,0.526,0.645,31,139,170,160,64,15,76,108,370,11.1,0.547,14.8,2.4,0.095,0,0.6,7887,200,300,100,1,4,2,-5,2,3,5,3,-3
Willie Cauley-Stein,C,53,906,0.091,0.635,0.628,66,170,236,35,21,43,29,129,280,14.3,0.647,12,2.8,0.147,-1.3,0.2,8096,200,200,60,3,2,2,-3,4,4,3,5,-3
Chris Chiozza,PG,22,232,0.31,0.426,0.765,3,21,24,65,7,6,16,19,88,12.9,0.461,21,0.3,0.063,-0.7,0.1,8537,200,300,100,1,4,2,-5,2,3,5,3,-3
Marquese Chriss,PF,2,27,0.2,0.393,0.5,3,10,13,2,0,2,2,3,13,11.8,0.412,28.1,0,-0.03,-2.1,0,8187,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Gary Clark,PF,39,654,0.287,0.42,0.8,33,82,115,31,13,7,17,35,119,6,0.436,10.1,0.1,0.008,-4.9,-0.5,7488,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Brandon Clarke,PF,59,1415,0.26,0.537,0.69,97,231,328,95,60,51,33,84,610,17.3,0.56,17.2,4.2,0.142,1.5,1.3,8157,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Jordan Clarkson,SG,68,1818,0.347,0.522,0.896,47,227,274,168,61,10,115,110,1251,17.1,0.549,29.7,4.2,0.111,1.4,1.6,8382,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Nic Claxton,C,32,594,0.2,0.624,0.484,43,123,166,28,23,40,18,68,212,16.9,0.612,14,1.9,0.153,0.4,0.4,8537,200,200,60,3,2,2,-3,4,4,3,5,-3
Amir Coffey,SG,44,394,0.411,0.549,0.711,10,34,44,22,10,0,15,30,140,10.1,0.585,15.1,0.7,0.085,-2,0,8209,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
John Collins,PF,63,1848,0.399,0.61,0.833,118,349,467,78,34,63,84,193,1111,20.6,0.645,22.2,6.7,0.174,2.3,2,8186,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Mike Conley,PG,51,1498,0.412,0.552,0.852,36,141,177,305,70,9,99,98,827,19.2,0.589,23.1,6.1,0.197,4.9,2.6,8382,200,300,100,1,4,2,-5,2,3,5,3,-3
Pat Connaughton,SG,69,1575,0.371,0.565,0.775,63,269,332,81,49,23,33,99,468,11.3,0.578,11.6,3.5,0.108,0,0.8,8649,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
